row,col,mean_var,median_var,max_var,top5_var,high_var_count,very_high_var_count,residual_mean,residual_max,lap_mean,lap_max,grad_mean,grad_max,edge_strength,edge_orientation_conf,row_second_diff,col_second_diff,second_diff_min_max,profile_ringing_max,profile_ringing_mean,ringing_mean_max,ringing_mean_min,ringing_mean_min_max,row_ringing_max,row_ringing_mean,row_ringing_dyn_score,row_ringing_d2_score,row_ringing_sign_score,col_ringing_max,col_ringing_mean,col_ringing_dyn_score,col_ringing_d2_score,col_ringing_sign_score
55,43,1.59,1.38,4.1,3.87,0,0,0.67,1.89,2.17,6,3.79,6,1.22,0.51,0.86,1.79,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,44,15.63,4.05,114.84,100.14,0,0,1.58,4.89,4.94,16,10.03,34,2.19,0.1,2.36,4.6,0.51,0.07,0.01,0.01,0,0,0,0,0,0,0,0.07,0.01,0,0.01,0.04
55,45,129.49,90.97,338.53,329.13,0,0,3.1,7.05,9.54,21.14,26.96,52.14,12.97,0.91,7.75,1.38,0.18,0.17,0.08,0.15,0,0,0.17,0.15,0.3,0.05,0,0,0,0,0,0
56,43,1.02,0.84,4.17,3.32,0,0,0.52,1.44,1.93,6,3.25,7,0.86,0.07,0.96,1.28,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,44,11.42,3.46,84.11,70.13,0,0,0.92,4.75,3.26,17.57,8.36,29.43,2.23,0.44,2.15,2.14,1,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0
56,45,117.92,95.67,347.85,313,0,0,3.03,9.22,10.2,32.01,29.33,54.72,11.9,0.75,7.11,5.57,0.78,0.26,0.1,0.13,0.07,0.56,0.16,0.13,0.25,0.04,0,0.26,0.07,0,0.03,0.29
57,43,163.65,42.16,1184.34,1140.03,8,0,6.08,33.45,18.47,101.29,25.88,101.29,6.67,0.77,1.97,7.96,0.25,0.16,0.06,0.12,0,0,0,0,0,0,0,0.16,0.12,0.11,0.05,0.25
57,44,183.64,31.86,1570.96,1364.17,8,0,5.76,33.38,17.45,102.36,24.74,108.22,5.4,0.71,2.41,6.64,0.36,0.14,0.03,0.05,0,0,0,0,0,0,0,0.14,0.05,0.07,0.03,0.04
57,45,410.74,142.83,2713.74,2470.6,8,5,7.39,33,23.73,101.22,47.76,139.65,11.66,0.45,7.9,8.95,0.88,0.35,0.16,0.17,0.15,0.85,0.2,0.15,0.28,0.05,0,0.35,0.17,0.2,0.07,0.29
47,37,70.09,15.3,682.1,583.74,4,0,2.27,15.38,7.44,52.21,17.49,75,7.5,0.63,2.65,2.89,0.92,0.06,0.02,0.02,0.01,0.48,0.05,0.02,0.05,0,0,0.06,0.01,0.02,0,0
47,38,47.84,17.51,369.58,289.29,0,0,1.98,6.67,6.5,22,18.98,73,4.78,0.21,2.8,3.88,0.72,0.18,0.05,0.07,0.03,0.42,0.18,0.03,0.06,0,0,0.14,0.07,0.08,0,0.17
47,39,173.91,87.73,599.65,569.42,6,0,2.98,10.96,9.63,35.21,34.21,83.92,11.78,0.51,5.6,5.62,1,0.42,0.22,0.3,0.14,0.47,0.42,0.3,0.65,0.02,0,0.23,0.14,0.11,0.02,0.42
48,37,229.27,102.68,742.38,712.13,15,0,3.37,11.17,11.16,37.86,40.02,100.86,12.57,0.42,3.01,8.8,0.34,0.44,0.25,0.35,0.14,0.41,0.36,0.14,0.32,0,0,0.44,0.35,0.71,0.07,0.04
48,38,157.97,88.9,556.08,493.93,1,0,2.26,6.83,7.01,24.57,32.25,82.86,11.04,0.46,1.9,5.84,0.33,0.42,0.19,0.25,0.12,0.48,0.27,0.12,0.27,0,0,0.42,0.25,0.55,0.02,0
48,39,9.79,5.02,141.53,61.12,0,0,1.06,5.32,3.61,16.29,8.07,35.71,2.36,0.1,1.94,1.65,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,37,21.12,1.7,457.57,196.1,0,0,1.02,7.06,3.43,17.29,8.62,54.71,3.39,0.52,1.48,2.17,0.68,0.05,0.01,0.01,0,0.49,0.03,0,0.01,0,0,0.05,0.01,0.02,0,0
49,38,1.8,1.63,4.77,3.87,0,0,0.68,1.89,2.43,6.57,4.45,7.64,1.12,0.02,1.41,1.54,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,39,12.83,8.54,52.34,42.24,0,0,0.92,2.78,3.07,10,9.63,21.58,3.32,0.56,2.3,1.57,0.68,0.06,0.01,0.02,0,0,0.06,0.02,0.05,0,0,0,0,0,0,0
37,27,24.35,18.93,66.91,64.04,0,0,1.41,5.29,4.79,17.86,14.38,25.71,4.27,0.34,2.68,3.54,0.76,0.09,0.04,0.05,0.02,0.46,0.07,0.02,0.02,0,0.08,0.09,0.05,0.12,0,0
37,28,24.3,18.64,106.02,77.18,0,0,1.79,5.01,6.08,17.36,14.65,31.21,4.12,0.2,4.45,2.79,0.63,0.13,0.03,0.04,0.02,0.37,0.13,0.04,0.03,0.02,0.12,0.08,0.02,0.04,0,0
37,29,15.58,10.84,50.67,48.27,0,0,1.8,5.33,5.87,18,12.58,26,3.67,0.29,4.7,2.48,0.53,0.09,0.02,0.04,0,0,0.09,0.04,0,0.01,0.17,0,0,0,0,0
38,27,12.27,11.94,29.46,25.84,0,0,1.08,2.24,3.75,8.5,10.98,20,3,0.2,2.4,1.93,0.8,0.02,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0
38,28,32.23,27.08,99.23,82.13,0,0,2.24,5.79,7.15,19.64,17.81,33.57,5.28,0.3,6.9,2.95,0.43,0.15,0.06,0.09,0.03,0.39,0.15,0.09,0.02,0.03,0.33,0.08,0.03,0.06,0,0.04
38,29,11.5,9.87,34.35,29.79,0,0,1.06,2.5,3.62,8.07,10.05,21.43,2.74,0.17,2.41,1.53,0.63,0.04,0,0.01,0,0,0,0,0,0,0,0.04,0.01,0.02,0,0
39,27,13.95,11.26,67.95,51.36,0,0,1.12,3.61,3.58,11.5,10.91,22.5,3.69,0.51,1.81,3.22,0.56,0.11,0.01,0.02,0,0,0,0,0,0,0,0.11,0.02,0.01,0,0.08
39,28,5.07,4.03,23.43,14.49,0,0,0.69,2.71,2.51,10.14,6.86,14.28,1.77,0.01,1.6,1.48,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,29,2.39,1.88,7.58,6.18,0,0,0.77,2.44,2.64,10,5.17,10.14,1.31,0.07,1.87,1.36,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,15,15.05,11.5,50.59,38.81,0,0,1.45,4.01,4.67,14.14,11.86,21.92,3.24,0.15,3.69,2.17,0.59,0.07,0.02,0.03,0.02,0.55,0.07,0.03,0.02,0.01,0.08,0.05,0.02,0.03,0,0
41,16,19.07,19.62,42.99,40.16,0,0,1.65,4.4,5.81,15,13.98,25,3.77,0.2,2.48,3.35,0.74,0.07,0.01,0.01,0.01,0.63,0.04,0.01,0.03,0,0,0.07,0.01,0,0,0.04
41,17,39.78,34.7,106.67,92.5,0,0,2.17,5.44,7.01,19,19.63,37,6.85,0.54,2.45,5.88,0.42,0.15,0.04,0.07,0.01,0.18,0.07,0.01,0.01,0,0.04,0.15,0.07,0.07,0.02,0.12
42,15,12.12,7.37,54.77,44.54,0,0,1.32,3.79,4.37,10,10.21,25.5,3.27,0.44,3.27,2.16,0.66,0.07,0.01,0.02,0,0.09,0.07,0.02,0.03,0,0,0.01,0,0,0,0
42,16,34.83,30.99,100.77,83.91,0,0,1.88,5.29,6.49,18.86,18.65,37,5.26,0.25,4.01,2.66,0.66,0.07,0.03,0.03,0.03,0.8,0.07,0.03,0.04,0,0.04,0.05,0.03,0.08,0,0
42,17,44.37,32.84,163.27,133.78,0,0,2.63,8.78,8.99,29,21.12,44,5.19,0,5.38,5.95,0.9,0.14,0.05,0.05,0.05,0.96,0.13,0.05,0.08,0.02,0.04,0.14,0.05,0.05,0.02,0.12
43,15,12.2,6.79,47.33,44.99,0,0,1.27,5.32,4.06,19.29,9.62,24.71,3.24,0.53,4.03,1.33,0.33,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
43,16,11.31,7.99,49.82,37.9,0,0,1.36,3.59,4.54,16.43,10.12,25.86,2.95,0.33,3.49,1.78,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,17,40.84,38.31,119.98,99.35,0,0,3.36,10.84,11.69,34.85,22.3,42.14,6.22,0.15,5.22,8.92,0.58,0.25,0.08,0.1,0.06,0.55,0.11,0.06,0.04,0.02,0.17,0.25,0.1,0.04,0.07,0.29
36,12,23.36,17.83,92.68,71.15,0,0,2.19,8.87,7.7,38.43,14.73,38.43,3.77,0.08,3.92,5.29,0.74,0.07,0.03,0.04,0.03,0.73,0.07,0.04,0.04,0,0.08,0.07,0.03,0.03,0.02,0.04
36,13,31.32,19.93,135.73,110.22,0,0,2.66,10,10,37,18.49,54,4.67,0.07,5.21,6.9,0.76,0.23,0.08,0.11,0.05,0.51,0.15,0.05,0.03,0.02,0.17,0.23,0.11,0,0.04,0.46
36,14,8.71,7.64,25.78,23.84,0,0,1.14,3.89,3.9,13,9.07,19,2.83,0.38,2.31,2.52,0.92,0.07,0.01,0.03,0,0,0,0,0,0,0,0.07,0.03,0,0,0.12
37,12,140.93,149.74,365.8,310.06,0,0,5.48,17.49,20.23,64.14,42.09,76,11.25,0.16,10.43,15.17,0.69,0.3,0.21,0.24,0.18,0.74,0.29,0.18,0.25,0.1,0.17,0.3,0.24,0.25,0.18,0.33
37,13,74.42,71.14,168.02,158.74,0,0,4.67,16,17.47,62,31.75,62,8.95,0.19,10.56,12.21,0.87,0.3,0.16,0.2,0.12,0.61,0.21,0.12,0.1,0.1,0.21,0.3,0.2,0.04,0.13,0.67
37,14,17.06,10.91,89,64.9,0,0,1.47,4.44,4.9,16.57,12.93,28.43,3.4,0.1,3.44,2.67,0.78,0.07,0.01,0.01,0,0,0.07,0.01,0.01,0,0.04,0,0,0,0,0
38,12,48.68,30.42,235.73,186.47,0,0,3.09,9.03,11.17,31.72,22.46,56,6.42,0.23,6.5,5.79,0.89,0.2,0.09,0.1,0.07,0.71,0.15,0.1,0.1,0.03,0.21,0.2,0.07,0.03,0.02,0.25
38,13,125.79,88.27,421.92,350.26,0,0,5.36,15.3,19.16,50.86,37.66,72.72,12.28,0.46,13.85,8.68,0.63,0.33,0.16,0.24,0.08,0.33,0.33,0.24,0.27,0.16,0.33,0.18,0.08,0.13,0.07,0
38,14,70.78,34.48,341.21,304.34,0,0,3.22,16.54,11.56,71.28,24.73,71.72,8.53,0.52,7.85,7.9,0.99,0.28,0.1,0.11,0.1,0.88,0.24,0.11,0.2,0.05,0,0.28,0.1,0.04,0.06,0.29
